id,input,output,real_output
nikluge-au-2022-train-005153,뒤지고싶ㄴ냐,1,
nikluge-au-2022-train-005154,에필로그에 로그하나는 올려줘야지,0,
nikluge-au-2022-train-005155,아란칼로 뽑은뽕이 얼만데,0,
nikluge-au-2022-train-005156,아오미네 퍽ㅇ쳣대,0,
nikluge-au-2022-train-005157,니나잘해,0,
nikluge-au-2022-train-005158,내탐라 아처 좋아한.,0,
nikluge-au-2022-train-005159,이거 &affiliation& 알티딸 칠수잇는데 다들 스포땜에 닥치고잇다는게 너무웃김,1,
nikluge-au-2022-train-005160,구리긴해도 잘 뒤져보면 맛잇는부분잇거든요,1,
nikluge-au-2022-train-005161,좀만내색해주면 바로 그만두니가요,0,
nikluge-au-2022-train-005162,난 까빠라서 진ㅂ정오타쿠들한테도 처맞고 메타후조들한테도 처맞앗음,1,
nikluge-au-2022-train-005163,내일 2교신데 심란하게만드네,0,
nikluge-au-2022-train-005164,아르쥬나드림러분인가부다 들어갓는데 난님일때 &name&의 기분을 서술하시오,0,
nikluge-au-2022-train-005165,"아루 의사서번트 디자인다햇다.,",0,
nikluge-au-2022-train-005166,페그오에서 이 신으로 실장내면 어떡함,0,
nikluge-au-2022-train-005167,어캐하셧어요,0,
nikluge-au-2022-train-005168,내 브나나주식 성공한다,0,
nikluge-au-2022-train-005169,이건된다,0,
nikluge-au-2022-train-005170,내가먹는주식은 항상 떡상한다고,0,
nikluge-au-2022-train-005171,아처진심녀됏음..,0,
nikluge-au-2022-train-005172,아처사랑해................,0,
nikluge-au-2022-train-005173,세 끼 꼬박처먹고 할줄아는게 한남오타쿠말투라니,1,
nikluge-au-2022-train-005174,댁 의 아들.,0,
nikluge-au-2022-train-005175,댁도...제 거 하실래요.?,0,
nikluge-au-2022-train-005176,방금일어남...,0,
nikluge-au-2022-train-005177,드로잉할때 눈 구조 잘 기억해두면서ㅠ오타쿠그림만 그리면 다 까먹어,1,
nikluge-au-2022-train-005178,진짜 대박이다,0,
nikluge-au-2022-train-005179,곤뚜저장해야지,0,
nikluge-au-2022-train-005180,(퐁듀님: 네?),0,
nikluge-au-2022-train-005181,이렇게 오늘도 연명하는,0,
nikluge-au-2022-train-005182,2차계에선 몇백알티받아도 음...,0,
nikluge-au-2022-train-005183,잘햇어요,0,
nikluge-au-2022-train-005184,&name&님 입 오늘 열일햇으니가 맛잇는거 머거,0,
nikluge-au-2022-train-005185,속울렁거림,0,
nikluge-au-2022-train-005186,한녀살려,1,
nikluge-au-2022-train-005187,길군의 보.물.상.자 뭐 이런거냐고,0,
nikluge-au-2022-train-005188,(양심없는새기),1,
nikluge-au-2022-train-005189,밥두그릇먹고 간식도 먹고 음료수도먹고 디저트도먹고 에피타이저도 먹잖아요,0,
nikluge-au-2022-train-005190,나도 드친소하고싶어,0,
nikluge-au-2022-train-005191,다 탱자탱자 놀때 하는거지,0,
nikluge-au-2022-train-005192,곤뚜츠구.......구질구질이....,0,
nikluge-au-2022-train-005193,진자 대박 구경하시려면 저희동네오세요,0,
nikluge-au-2022-train-005194,진짜 본인의 쿨함< 에 취해서 예의 좆된 오타쿠들 너무 많다,1,
nikluge-au-2022-train-005195,더러워서 죽엇음좋겟어,1,
nikluge-au-2022-train-005196,나이제 필터링안한다,0,
nikluge-au-2022-train-005197,그냥옹호도싫고 꼴도보기싫고 진짜야마스핀하니까 저 블언블말고 꼭 블락 해주새요 제발,1,
nikluge-au-2022-train-005198,저희집 바로 앞에 교회?,0,
nikluge-au-2022-train-005199,성당잇는디 걔네 길고양이 밥도 주더라구 ㄱ,0,
nikluge-au-2022-train-005200,너무바ㅃ짜,0,
nikluge-au-2022-train-005201,근데 막 기념일날 받는 꽃다발 이런건 은근 좋아할것같다,0,
nikluge-au-2022-train-005202,"&name&도 사랑햇어요.,.,.,",0,
nikluge-au-2022-train-005203,존나 오타쿠질에 미쳐서 남 존중 못하는애들이야...,1,
nikluge-au-2022-train-005204,아개웃겨요,0,
nikluge-au-2022-train-005205,저번학기만 해도 쿠농 탈덕할 생각은 없었지만..언젠간...탈덕하겠지..,0,
nikluge-au-2022-train-005206,탈덕하면 뭐 파지,0,
nikluge-au-2022-train-005207,나 서사 변태인 장르 좋아하나봐,0,
nikluge-au-2022-train-005208,(챙럼삘나는 &name&가잇대),1,
nikluge-au-2022-train-005209,근데 그 와중에 자신의 의지는 관철한다고 주인공만 존나 비춰줌,1,
nikluge-au-2022-train-005210,그런 여캐 먹고 있는 사람들한테 일침이랍시고 예의없이 얘기하는건 대체 뭘 기대하고 그런거임,1,
nikluge-au-2022-train-005211,되어드릴개요,0,
nikluge-au-2022-train-005212,&name&부터 기막힌 면상 곤뚜임,1,
nikluge-au-2022-train-005213,나 꿈에 아오미네나옴,0,
nikluge-au-2022-train-005214,"전공시간에 오타쿠그림 그리기,.,.",1,
nikluge-au-2022-train-005215,어케 뽑히는것마다 다 고양이상이지,0,
nikluge-au-2022-train-005216,곤뚜 최소 고양이상 자석,0,
nikluge-au-2022-train-005217,일 줜나못하는 예술한남충감성,1,
nikluge-au-2022-train-005218,공식 이길 수 없는 오타쿠,1,
nikluge-au-2022-train-005219,한 거 쿠농본거랑 노가리밖에업는데여,0,
nikluge-au-2022-train-005220,앗빠따죠,0,
nikluge-au-2022-train-005221,저개조아요,0,
nikluge-au-2022-train-005222,개조아요,0,
nikluge-au-2022-train-005223,&name&야사랑.해.~~~,0,
nikluge-au-2022-train-005224,"(뇌에서 계산ㅅ하고 대가리 치는중.,,)",1,
nikluge-au-2022-train-005225,번갈아가면서 코 골아,0,
nikluge-au-2022-train-005226,"나 아처 사랑하지 않아.,.",0,
nikluge-au-2022-train-005227,"아루를사랑해서넣은거야ㅣ.,.,.,.",0,
nikluge-au-2022-train-005228,이 일본오타쿠애니 감성 오랜만이다,1,
nikluge-au-2022-train-005229,개웃기네,0,
nikluge-au-2022-train-005230,님 저리가샘,0,
nikluge-au-2022-train-005231,조캣내요,0,
nikluge-au-2022-train-005232,(괜히아오미내보면서 씅내기),0,
nikluge-au-2022-train-005233,아오미넷치는 카가미 비웃지말라고 츳코미 거는 키세....미국 수도는 뉴욕이라고 하네요,0,
nikluge-au-2022-train-005234,자꾸 탐라에 끌올되는데 될때마다 다시 봐도 넘 조아요,0,
nikluge-au-2022-train-005235,"쥔공학교한테 깝칠대로 깝쳐서 윈터컵 예선탈락도 봐줬는데 찜질방만큼은 봐줄수없음 진ㅉ따.,.,.,",1,
nikluge-au-2022-train-005236,다음질문,0,
nikluge-au-2022-train-005237,아오미네가 집게 들었을때 누가 아오미네 입에 쌈 싸서 넣어주나,0,
nikluge-au-2022-train-005238,(아오미네: 야 어제 먹던 치킨 어딨냐),0,
nikluge-au-2022-train-005239,"냉장고 밑에서 두번째 왼쪽 칸.,,",0,
nikluge-au-2022-train-005240,충성충성~~~~,0,
nikluge-au-2022-train-005241,에타에 메갈 줜나많더라 개웃겨 짱.,1,
nikluge-au-2022-train-005242,그냥 긱사에서 스듀하는게 더 쟴쓸듯,0,
nikluge-au-2022-train-005243,진짜 개병신마인드다,1,
nikluge-au-2022-train-005244,과몰입 양아치.,1,
nikluge-au-2022-train-005245,"그럴땐 그냥 머리에 생각 빼고 낙서 하면 ㄱㅊ아짐.,,,",0,
nikluge-au-2022-train-005246,개노답삼형제 민알긂의 밥을 차려주는 앛,1,
nikluge-au-2022-train-005247,암것도 모르고 나도 사찰하지 마세요 하고 삻앗는데 아니에요 저 사찰해도 됨,0,
nikluge-au-2022-train-005248,짖자 도라이다,1,
nikluge-au-2022-train-005249,의미부여는 그거 처먹는 오타쿠들이 보고 알아서 하는거다,1,
nikluge-au-2022-train-005250,니들 다 공식일러 안 나오면 눈물떨구는 한낱 오타쿠일 뿐이야,1,
nikluge-au-2022-train-005251,지금 하고있는 꼬라지 보니까 영원히 안 그릴듯,1,
nikluge-au-2022-train-005252,잠간만요,0,
nikluge-au-2022-train-005253,주전부리좀 만들어서 후딱 링크오ㅡ 함께 오갯읍니다,0,
nikluge-au-2022-train-005254,괴로운데요........,0,
nikluge-au-2022-train-005255,"사실모르겟어요.,.....",0,
nikluge-au-2022-train-005256,연인드림? 이라긴 좀 그렇고 사실 너무 괴로워요,0,
nikluge-au-2022-train-005257,"그치만이건.,드림러의숙명.,",0,
nikluge-au-2022-train-005258,근데 미네 옆에 키새잇으니가 졸라리 대비돼서 못생겨보여료,1,
nikluge-au-2022-train-005259,근데 지금 오타쿠질 잘 하고잇는데 굳이? 라는 생각과  오히려 잘 하고 있으니까 갠봇님께 더 잘 해드릴 수 잇지 않나?? 라는 생각이 동시공존 중이야,1,
nikluge-au-2022-train-005260,ㅂㄹ안친햇지안냐,0,
nikluge-au-2022-train-005261,2차연성 해야지 하고 생ㄱ각하면 ㄹㅇ 아무생각안 나거든 내가 왜 연성을 해야하지 갓아트가 이렇게 많은데.,0,
nikluge-au-2022-train-005262,하지만 드림?,0,
nikluge-au-2022-train-005263,"(기어다님,,",0,
nikluge-au-2022-train-005264,파키 학창시절에 과묵하고 말 없이 잇엇는데 생긴거 성격 더러워보이게 생겨서 애들이 무서워서 말 안 검,1,
nikluge-au-2022-train-005265,당연히 알죠 저 금향 오타쿠잔아요,1,
nikluge-au-2022-train-005266,존나 한남같은 마인드임....,1,
nikluge-au-2022-train-005267,"아뇨 스레기는아니고 쥔공이니까.,.,",0,
nikluge-au-2022-train-005268,"전 F(구작)부터 봣는데 거기서 ㄹㅇ 일빻남(여자가 칼 들고 싸우면 안돼!) + 답답함 +하지 말라는거 다 함 + 똥은 여캐들이 다 치움 < 이라서... .,,,",1,
nikluge-au-2022-train-005269,(UBW인 신작에선 덜하긴 하지만)...,0,
nikluge-au-2022-train-005270,"그래두함보세요.,.",0,
nikluge-au-2022-train-005271,닌텐도 팔앗음,0,
nikluge-au-2022-train-005272,의도치않게 피어싱처럼보임,0,
nikluge-au-2022-train-005273,내가 다니던 초등학교야,0,
nikluge-au-2022-train-005274,여기는 이 부분만 올려야지.,0,
nikluge-au-2022-train-005275,곤뚜 힘냇다.,0,
nikluge-au-2022-train-005276,아오미네생일날 쿠농 블루레이 미니라이브한대,0,
nikluge-au-2022-train-005277,"그치만 우리의 연은 여기까지야.,,",0,
nikluge-au-2022-train-005278,네들갉ㄱ개요,0,
nikluge-au-2022-train-005279,개소리야,1,
nikluge-au-2022-train-005280,방구석 오타쿠?,1,
nikluge-au-2022-train-005281,"리디 만화 캡쳐하는법 아시는분.,.,",0,
nikluge-au-2022-train-005282,그치만 난 니가 내게 돈을 줫음 좋겟어,0,
nikluge-au-2022-train-005283,~한남 인공지능설~,1,
nikluge-au-2022-train-005284,개토나와,1,
nikluge-au-2022-train-005285,앞으로 힙찔한남에대한 수식어로 산이하다쓰면될듯,1,
nikluge-au-2022-train-005286,한국냄져 고추작고 승질도 드러워서 여자때린다~,1,
nikluge-au-2022-train-005287,생리하면 나만 설사맨됨.?,0,
nikluge-au-2022-train-005288,&art&,1,
nikluge-au-2022-train-005289,쟤네 훼손될 명ㅇ ㅖ는잇냐?,1,
nikluge-au-2022-train-005290,티셔스는 목이젤루중요한디,0,
nikluge-au-2022-train-005291,디너댓않되갯내,0,
nikluge-au-2022-train-005292,머ㅓ보면서 흥분해서 캡처 5장씩하고 난리낫네,0,
nikluge-au-2022-train-005293,&name&닮앗네 하면서 내렷는데 &name&이엇잔아,0,
nikluge-au-2022-train-005294,저거 어디서해오는거임,0,
nikluge-au-2022-train-005295,누가 집바닥이랑 옷장을 빨간색으로 초이스해,0,
nikluge-au-2022-train-005296,아니 애초에 넘 여혐범벅,1,
nikluge-au-2022-train-005297,부엌에 모기잇어tj 서 온가족 춤추면서 치킨먿는중,0,
nikluge-au-2022-train-005298,뉴오ㅓ서 재채기햇다가 사레들림,0,
nikluge-au-2022-train-005299,그냥 가개해주면 않되냐,0,
nikluge-au-2022-train-005300,한남서사 우웩~,1,
nikluge-au-2022-train-005301,재수학언 등록할라고갓는디 만원이라 대기해야한댕,0,
nikluge-au-2022-train-005302,&name& 뭐 물어보지도안앗는데 지혼자 처말해,1,
nikluge-au-2022-train-005303,내몸레서 파티열림,0,
nikluge-au-2022-train-005304,10방물렷러,0,
nikluge-au-2022-train-005305,돌아가면서 한입식뜯엇냐?,0,
nikluge-au-2022-train-005306,잘생긴남자여도 한남이면 일단 좀 빡침,1,
nikluge-au-2022-train-005307,진짜못놀러가갯다,0,
nikluge-au-2022-train-005308,개더러워,1,
nikluge-au-2022-train-005309,니네 내년에 다 디져라,1,
nikluge-au-2022-train-005310,한남얘기중인데 다른나라가뭐어쩌라고~,1,
nikluge-au-2022-train-005311,&name&는 태어날때부터 개싸가지엿을까?,1,
nikluge-au-2022-train-005312,길가다 빵터짐,0,
nikluge-au-2022-train-005313,&name&선배의 한남조지기24시 60컷나왓으면좋갯네요,1,
nikluge-au-2022-train-005314,실트에 &company& 잇길래 성인용품점 뭔일낫나햇는데 &name& 노래제목인가봄,1,
nikluge-au-2022-train-005315,내가만약 한남이엇으면 벌써 올라가서 줘패지않앗을까?,1,
nikluge-au-2022-train-005316,한남전문,1,
nikluge-au-2022-train-005317,제발누가 신상좀털어줬음좋겟네 ~,1,
nikluge-au-2022-train-005318,평생햄버거만처먹고 유병장수해라,1,
nikluge-au-2022-train-005319,한남 유충이라는 말밖에는,1,
nikluge-au-2022-train-005320,나중딩때는 단백질소녀?,0,
nikluge-au-2022-train-005321,도서관에 잇엇음,0,
nikluge-au-2022-train-005322,저게 책제목임,0,
nikluge-au-2022-train-005323,저는 하나씩 벗기다가 양말만 냄겨놓고싶어요.....,0,
nikluge-au-2022-train-005324,한남새끼 여성타겟으로 뷰티유투버하는거 너무 웃겨서 뒤져버리겠음,1,
nikluge-au-2022-train-005325,골넌쥴알고 후닥닥인낫잔아,0,
nikluge-au-2022-train-005326,옛날 남돌노래듣는데 뮤비땜에 웃겨죽을거같음 뚝딱이대잔치열림,0,
nikluge-au-2022-train-005327,방금전까지 ㅌ친구랑 카톡으로 남혐메시지 주고받앗는걸~,1,
nikluge-au-2022-train-005328,실트에 치코리타....,0,
nikluge-au-2022-train-005329,미친영화,1,
nikluge-au-2022-train-005330,근데 저런인형탈볼때마다 어케 움직이는건지 넘궁금함,0,
nikluge-au-2022-train-005331,지금이후러 &company&들어오면 개빡빡이한남&name&,1,
nikluge-au-2022-train-005332,료 너무 허술한데..,0,
nikluge-au-2022-train-005333,쟤들이 할줄아는건 성매매밖에없음,1,
nikluge-au-2022-train-005334,나도전에 친척주소받아적을일잇엇는데 이태원도아니어서 방심하고잇다가 한남아파트나와서 죽엇음,1,
nikluge-au-2022-train-005335,아까 거울봣는데진짜 거울깨질뻔,0,
nikluge-au-2022-train-005336,여자 트로피취급하는거하며...,1,
nikluge-au-2022-train-005337,머라 더 할말이업음 한남농축액 진성 한남,1,
nikluge-au-2022-train-005338,디엠 보내놓고 덧붙이고싶은말잇어서 다시들어갓는데 상대분이 답장쓰는표시떳어,0,
nikluge-au-2022-train-005339,걍 내년에 가야갯내,0,
nikluge-au-2022-train-005340,강남 어쩌구미술관에서엽니다.,0,
nikluge-au-2022-train-005341,남아잇으면 나랑운명이라서 사는거고 아님 죽어,1,
nikluge-au-2022-train-005342,&brand&보는데 갑자기 &name&나와서 기분 막더러워지려는찰나 &name&한테 이빨이 다 뽑히더라....,1,
nikluge-au-2022-train-005343,비옥한 토양만보면 어머니젖가슴이래,0,
nikluge-au-2022-train-005344,비유가 왜구렇게 흘러가냐?,0,
nikluge-au-2022-train-005345,한두번이아님,0,
nikluge-au-2022-train-005346,그럼나도 망치로 남자대갈통후려깨는게 취민데 술쳐먹고 정도가 지나쳣다고하면 그게 말이야방구야,1,
nikluge-au-2022-train-005347,나 저카드처음봐,0,
nikluge-au-2022-train-005348,ㅁ99ㅐ미가 우네,0,
nikluge-au-2022-train-005349,아 나가노 새끼 능력도없고 졸래 무식한와중에 지나치게 정의감만 충만함....,1,
nikluge-au-2022-train-005350,쟤만한 민폐캐릭을 본적이없다,1,
nikluge-au-2022-train-005351,여윽시남자새끼들이문제야,1,
nikluge-au-2022-train-005352,억퀘 현실냄져를 글케 영혼까지착즙해낼수잇는건지..,1,
nikluge-au-2022-train-005353,감성 진자루이상해서 어디껀지보면 꼭 러시아꺼야,1,
nikluge-au-2022-train-005354,검색해봐도 미친것같은 칼로리태우기운동밖에 안나와,1,
nikluge-au-2022-train-005355,남성성재기한 한남들 얘기는 왜 쏙 빼놓고서 남자보다 키큰여성 근육질여성만 비정상이라고 후두려패냐 ㅜㅜ?,1,
nikluge-au-2022-train-005356,보나마나한남새끼겟지,1,
nikluge-au-2022-train-005357,한남충 죽는 내용이라 별 감흥없엇는데 이건 너무 슬프고 그렇네 돌이킬수업는 걸음이라니,1,
nikluge-au-2022-train-005358,설마 애비면 범죄 저질러도 용인하는게 자식 도리라고생각해서 저런글싸지르는거임?,1,
nikluge-au-2022-train-005359,안찾아보고 똥글싸지르는건 니가하는짓이다,1,
nikluge-au-2022-train-005360,이 똘추한남새끼야,1,
nikluge-au-2022-train-005361,구구절절 맞는말하는데 한남들이 본인들 꼴보기싫다고 접기요청눌럿나봄,1,
nikluge-au-2022-train-005362,무브라익어재기,1,
nikluge-au-2022-train-005363,맨날 저 동그란구덩이에 쏙들어가서 잠자는데 ㄹㅇ...귀여워서 지나가는 한남뒤통수 탁때려버려,1,
nikluge-au-2022-train-005364,01년생이면 한남유충이갯네.....,1,
nikluge-au-2022-train-005365,한번만더켜지면 쇄도우뽁씽으로 한녀의뜨거운맛을보여줄것이다,1,
nikluge-au-2022-train-005366,&affiliation&반대 &affiliation&반대는 그렇다쳐도 ㅋㅋ비페미 ㅋㅋ페미반대 ㅌㅋ ㅌㅌ이건도무지 이해할수가넙음...,1,
nikluge-au-2022-train-005367,나 중고딩때 나온노랜데..,0,
nikluge-au-2022-train-005368,토나오는 한남판타지,1,
nikluge-au-2022-train-005369,헐크배우도 무릎갈아없어질때까지 빌어야한다,1,
nikluge-au-2022-train-005370,잘뒈졋네요~,1,
nikluge-au-2022-train-005371,냄저여자친구 사이면 집에 벌컥벌컥드가도 되는부분이냐?,1,
nikluge-au-2022-train-005372,상황 맥락은다르지만 한남도 같잖은이유로 여자죽이려고 건물에불지른적있지않냐,1,
nikluge-au-2022-train-005373,여태 도태안되고 뭐햇냐?,1,
nikluge-au-2022-train-005374,저런거보면ㄹㅇ꿀빨고있는건 느그들인듯,1,
nikluge-au-2022-train-005375,뭐래 똘추새끼가,1,
nikluge-au-2022-train-005376,한남들은 여성 불법촬영한거 p2p사이트에 200원 300원 주고 사고팔아서 돈벌면서,1,
nikluge-au-2022-train-005377,학언끝나고 친구한테 택배받아오기로햇는데 내폰꺼지는바람에 엇갈리고 ..,0,
nikluge-au-2022-train-005378,친구화나고 ..,0,
nikluge-au-2022-train-005379,와중에 집와보니까 생일선물받은거 학원에 두고왓어....,0,
nikluge-au-2022-train-005380,연예인 인증하면 바로 가입시켜주는게 너무 웃겨디지갯음,1,
nikluge-au-2022-train-005381,분명 같이 설명 듣고분류작업한건대 개좃같이해놔서 내가다시다함,1,
nikluge-au-2022-train-005382,성범죄자놈들 솜방망이 처벌받고 감방에서 등따시고 배부르게 잇다가 이제 막 출소해서 자유를 만끽하려는 찰나 코너에서 나랑 마주치는거임,1,
nikluge-au-2022-train-005383,조회수 상위권이길래 아직도 한남특유 토나오는 내용애서 못벗어난나 궁금해서 잠깐봣는데 ㄹㅇ 토나와,1,
nikluge-au-2022-train-005384,저런트롤이 솔직히 한명쯤 잇을거라거 예상은햇지만 진짜로잇을줄이야 애한테못하는말이업는 미친자여,1,
nikluge-au-2022-train-005385,나도그냥뭐....몰라....,0,
nikluge-au-2022-train-005386,하고싶은디 어저갯어,0,
nikluge-au-2022-train-005387,해야지머.....,0,
nikluge-au-2022-train-005388,``너는 생긴것부터 한남``,1,
nikluge-au-2022-train-005389,반대로 &name& 누군지찾겟다고 무고한 사람 신상털어서 카톡보내고 문자보내던 한남들 생각나서 짜증나쥭겟음,1,
nikluge-au-2022-train-005390,글고 어휴 무엇보다도 한남냄새 넘 풀풀나서 무서울것도 싹다 날라간듯,1,
nikluge-au-2022-train-005391,&name& 좆같다진짜,1,
nikluge-au-2022-train-005392,어케 사람이저렇게 졸렬하냐,1,
nikluge-au-2022-train-005393,깜방보내라,1,
nikluge-au-2022-train-005394,한남새끼들 단체로 히말라야 등정가라 가서 크레바스 밟고 빠져라,1,
nikluge-au-2022-train-005395,지가하는말이다정의고 바른말인줄알고잇음,1,
nikluge-au-2022-train-005396,한번꼰대는 영원한 꼰대임,1,
nikluge-au-2022-train-005397,&location& 남성이라고 정정하세요,1,
nikluge-au-2022-train-005398,커비를 한남착즙 수단으로쓰지마...,1,
nikluge-au-2022-train-005399,내가 사후세계는 안믿지만 저새끼만큼은 지옥에서 영원히 불탔으면 좋겠다고 생각함,1,
nikluge-au-2022-train-005400,어떻게 저렇게 못생긴주제에 아이돌을하겠다는거지?,1,
nikluge-au-2022-train-005401,너무 정도를지나쳤어,1,
nikluge-au-2022-train-005402,진짜 못생겼다,1,
nikluge-au-2022-train-005403,영화는 러닝타임내내 공정하지않은 공권력에 한남을 왕창 버무려서 보여주는데 제목이 공정사회라니,1,
nikluge-au-2022-train-005404,인간의 추악함이아니라 남자의추악함이겟지,1,
nikluge-au-2022-train-005405,저거 다 나같은데,0,
nikluge-au-2022-train-005406,니나 거울쳐봐,1,
nikluge-au-2022-train-005407,진성한남새끼야..,1,
nikluge-au-2022-train-005408,좆같은 한남새끼 다 뒤졋으면..,1,
nikluge-au-2022-train-005409, 남자다 죽엇으면좋겟누,1,
nikluge-au-2022-train-005410,한남새끼 모에화하지마라 더럽게..,1,
nikluge-au-2022-train-005411,오빠 필요업으니까 언니줘,0,
nikluge-au-2022-train-005412,하갯읍니다,0,
nikluge-au-2022-train-005413,귓구멍이짝짝인가,1,
nikluge-au-2022-train-005414,애기들타는거 아니냐구요,0,
nikluge-au-2022-train-005415,계좌받앗는데 남자새끼네,1,
nikluge-au-2022-train-005416,가성비한남충?,1,
nikluge-au-2022-train-005417,근데 한남들 얼굴너무.. 다 가기서거기임,1,
nikluge-au-2022-train-005418,활동성 재기,1,
nikluge-au-2022-train-005419,한남 헛된희망품지말고 군대나가라,1,
nikluge-au-2022-train-005420,나고삼때 하건수학선생님 이랑 너무닮앗어,0,
nikluge-au-2022-train-005421,얼마나 교육을 좆같이시키면 이런 개소리를하냐,1,
nikluge-au-2022-train-005422,저런꼰대는 되지말기가 인생기본목표,1,
nikluge-au-2022-train-005423,1. 남자나와서 싫음,1,
nikluge-au-2022-train-005424,2. 더러운남자 나와서 싫음,1,
nikluge-au-2022-train-005425,5. 남자시러,1,
nikluge-au-2022-train-005426,웅 자미두수,0,
nikluge-au-2022-train-005427,그거 음력생일입력해야돼,0,
nikluge-au-2022-train-005428,이제 애비를 애비라고부르지않으면 입안에 가시가퐈다닥돋음..,1,
nikluge-au-2022-train-005429,그래서 한남들이..,1,
nikluge-au-2022-train-005430,한남개조패고싶다,1,
nikluge-au-2022-train-005431,어차피 다 한남인건 똑같지만..,1,
nikluge-au-2022-train-005432,아진짜개우샥요,0,
nikluge-au-2022-train-005433,침줄줄흘름 담에또바요,0,
nikluge-au-2022-train-005434,집안팎으로 한녀한남투성이다,1,
nikluge-au-2022-train-005435,한남혐오.,1,
nikluge-au-2022-train-005436,나는 한남충알러지,1,
nikluge-au-2022-train-005437,&name&언니와 긁밥의식사 보장하라!!,0,
nikluge-au-2022-train-005438,나 겨울방학대면 갈게,0,
nikluge-au-2022-train-005439,한번보좌잉~~~,0,
nikluge-au-2022-train-005440,밖에 비온다..,0,
nikluge-au-2022-train-005441,한 것 없이 그저 멍청이가 되었네,1,
nikluge-au-2022-train-005442,찐따테스트로 써도되겠는데,1,
nikluge-au-2022-train-005443,아 진짜 개웃겨,0,
nikluge-au-2022-train-005444,아나 징그럽다고,1,
nikluge-au-2022-train-005445,맘에들어,0,
nikluge-au-2022-train-005446,흙으로돌아가야할사회악,1,
nikluge-au-2022-train-005447,다음부터는 이제 주면 적당히 거절할려그요..,0,
nikluge-au-2022-train-005448,사장 감기걸려갖고 아픈와중에도 소라삶아주는데,0,
nikluge-au-2022-train-005449,차마 거절할수가없엇어요.....,0,
nikluge-au-2022-train-005450,나 한녀당했음 진심...,1,
nikluge-au-2022-train-005451,개씹&company&충헤녀 3인방과 가는 영상캠프 버틸수잇을까요?,1,
nikluge-au-2022-train-005452,날따뜻할때엿는데..,0,
nikluge-au-2022-train-005453,점심먹고 이빠딱빠딱 딱은담에 친구랑 둘이서만 산책나왔단말이야 그때 날이 무지좋아서..,0,
nikluge-au-2022-train-005454,학교 근처 도는 언니들이랑 쌤들이 많았어..,0,
nikluge-au-2022-train-005455,꽃도 많이피구..,0,
nikluge-au-2022-train-005456,한참 걷다가 주머니에 잇던 사탕 생각나서 양치한것두 까먹고 걍 먹었거든,0,
nikluge-au-2022-train-005457,2급이랑 수준차이 너무나서 내 대가리로는 절대이해못하겟음,1,
nikluge-au-2022-train-005458,얘들아 함 봐봐,0,
nikluge-au-2022-train-005459,&name& 진지충이야,1,
nikluge-au-2022-train-005460,레드카펫이 있다고,0,
nikluge-au-2022-train-005461,멍청이들아,1,
nikluge-au-2022-train-005462,감자탕에 소주한잔 하고싶다....,0,
nikluge-au-2022-train-005463,아 진짜 자기관리 0인 개저씨들 극혐이야,1,
nikluge-au-2022-train-005464,저거 신청하는거에 인스타나 페북 계정 쓰는거 있거든?,0,
nikluge-au-2022-train-005465,오늘 일일팬매 레나 찍은거 방금 봤는데,0,
nikluge-au-2022-train-005466,내가 문제 답하는동안 레나 내 폰케이스 관찰했어;;;;;,0,
nikluge-au-2022-train-005467,러마 가냐,0,
nikluge-au-2022-train-005468,나갈까 말까 고민중임,0,
nikluge-au-2022-train-005469,&location&이 우리나라에 한짓들 들어도 감히? 이런것보단 그냥 존나 할짓이 아닌 짓을 한것에 대한 분노임,1,
nikluge-au-2022-train-005470,헬조선헬조선할땐 언제고 늘 어떻게들 이렇게까지 `나라`에 감정이입하는건지,1,
nikluge-au-2022-train-005471,&location&놈들이나 &location&놈들이나 제정신이 아니란 결론이 나와야하는거 아닌지,1,
nikluge-au-2022-train-005472,걍 다같이 미친애국자집단돼서 아무일에나 지랄하자로 결론내버리네,1,
nikluge-au-2022-train-005473,결국 그게 멍청이란 가장 큰 증거가 되겟지만..,1,
nikluge-au-2022-train-005474,엄마 고생고생시키고 태어나서 개소리만 하고잇는데 님의 출생이 우리한테 무슨 가치가 잇는데요,1,
nikluge-au-2022-train-005475, 이제 자존감 높은척하면서 남의 불행 쫓아다니는거 그만하세용,1,
nikluge-au-2022-train-005476,묘하게 주술 안맞게 단어 잘못 쓰는것도 너무 남자의 특징임..,1,
nikluge-au-2022-train-005477,저오타쿤데 사회성ㅅㅌㅊ인데여!?!,1,
nikluge-au-2022-train-005478,착각을 하고 잇거나 진짜 흔치않은 케이스거나,1,
nikluge-au-2022-train-005479,그와 동시에 `오타쿠 탄압하는 머글들`에게 반감가지고..,1,
nikluge-au-2022-train-005480,남혐은ㅓ잇어요,1,
nikluge-au-2022-train-005481,남자를 사람으로 취급하지말자,1,
nikluge-au-2022-train-005482,이정도면 한남충인가,1,
nikluge-au-2022-train-005483,진정한 페미니스트 &name&이는 머하노??,1,
nikluge-au-2022-train-005484,남자 새끼들은 만사가 재밋나봄,1,
nikluge-au-2022-train-005485,안쓰럽노..,1,
nikluge-au-2022-train-005486,찌라시 공유하는 새끼들 지는 머 &name& &name&이랑 다르다고 생각하는게 존나 웃기네,1,
nikluge-au-2022-train-005487,몇몇 인간들 먼일 잇을 때마다 나서서 구원자인척 세상 다깨우친척하는거 짜증나죽겟음..,1,
